Date,Close,High,Low,Open,Volume,MA_7,MA_14,RSI,MACD,Target
2018-02-07,82.2288818359375,84.21096036880702,81.8526499147874,83.03639427511158,41107600,84.25554547991071,84.44628306797573,47.800366910675756,0.8379507150606997,78.0077896118164
2018-02-08,78.0077896118164,82.47664674586684,77.77838193139192,82.32065120341022,55628700,83.24221801757812,84.11921201433454,37.081857183332566,0.3158570199096715,80.91669464111328
2018-02-09,80.91669464111328,81.60491782971393,76.92500154742314,79.19155103536956,63499100,82.3468758719308,83.89439392089844,46.05852898147827,0.1352591469015465,81.78839874267578
2018-02-12,81.78839874267578,82.38485992993216,80.68724501309836,81.4305234305149,35720300,81.67437853131976,83.7128323146275,48.432836280035225,0.06176132120042155,82.43077087402344
2018-02-13,82.43077087402344,82.58676641924995,80.56798159605506,81.60490180963755,26407700,81.41875348772321,83.58239691598075,50.17335257547142,0.05471708281046972,83.72148895263672
2018-02-14,83.72148895263672,83.8874386714606,81.50883541345713,81.60102813861394,34960900,81.84303719656808,83.51072910853794,53.56477427621589,0.15153780165003639,85.42707824707031
2018-02-15,85.42707824707031,85.48239247036035,83.54631728282148,84.09025923544928,27823900,82.07444327218192,83.44749450683594,57.66534153859158,0.36172596893901243,84.818603515625
2018-02-16,84.818603515625,86.20151552946672,84.63421806065448,85.23347430623582,30596900,82.44440351213727,83.34997449602399,55.77311112040756,0.4737417799026673,85.48239135742188
2018-02-20,85.48239135742188,85.79584799712225,83.90587270950057,84.33918620990677,30911700,83.51220376150948,83.3772108895438,57.41479423084902,0.6090564251041002,84.34842681884766
2018-02-21,84.34842681884766,86.07245997552107,84.34842681884766,85.72212473374945,26922500,84.00245121547154,83.17466354370117,53.744571599157446,0.6176726491778908,84.5696792602539
2018-02-22,84.5696792602539,85.49162056806333,84.22855844417698,84.86470019739876,24392800,84.39977700369698,83.03707776750836,54.35764144555311,0.6350340149412972,86.71778106689453
2018-02-23,86.71778106689453,86.72700244774025,85.15048394805056,86.2936889880762,26329200,85.01220703125,83.21548025948661,59.91288970048103,0.8127579183917533,87.97162628173828
2018-02-26,87.97162628173828,87.99928339190234,86.89295678222163,87.03124936689498,30199800,85.61936950683594,83.731203351702,62.761916073898256,1.0427599348901282,86.84687805175781
2018-02-27,86.84687805175781,88.35886140220327,86.84687805175781,88.26666866792826,25869100,85.82219805036273,83.94832066127232,58.72968454180504,1.1213541353403969,86.45042419433594
2018-02-28,86.45042419433594,88.23899239313857,86.32135298760309,87.43690100799597,31167300,86.05531529017857,84.24985940115792,57.33149972083821,1.1385258748693161,85.60224151611328
2018-03-01,85.60224151611328,87.1879815518945,84.67107890740857,86.65325395213509,37135600,86.0724367414202,84.79232025146484,54.35030505527362,1.0713435668372284,85.78663635253906
2018-03-02,85.78663635253906,85.87882907101176,83.76758275887514,84.4313815860443,32830400,86.27789524623326,85.1401732308524,54.89936995546844,1.021208371520288,86.33056640625
2018-03-05,86.33056640625,86.91138678297426,85.05829018558384,85.13204012987636,23901600,86.52945055280414,85.46461377825055,56.559196239673625,1.0136813894851429,86.03557586669922
2018-03-06,86.03557586669922,87.11424567550095,85.68524064774837,86.97595305117521,22175800,86.43199266706195,85.72209984915597,55.36905942144655,0.9727002478183948,86.53341674804688
2018-03-07,86.53341674804688,86.60717374508762,85.21504031982467,85.88806060857631,26716100,86.22653416224888,85.92295183454242,57.0130431513167,0.9692214151349248,87.05889892578125
2018-03-08,87.05889892578125,87.67659777871106,86.4504144195382,86.91138497256387,25887800,86.25682285853794,86.03951045445034,58.74061585893602,0.9973693818815548,89.00419616699219
2018-03-09,89.00419616699219,89.00419616699219,87.5844060045405,87.8517697721956,36937300,86.62164742606026,86.33848135811942,64.43825974689221,1.163237006045975,89.21626281738281
2018-03-12,89.21626281738281,89.62191926891275,88.54324955973114,88.96734174366952,26073700,87.13793618338448,86.60518646240234,65.00559820446246,1.2968510084162546,87.04048919677734
2018-03-13,87.04048919677734,89.64957796048643,86.63483273811599,89.4283139984232,35387800,87.31705801827567,86.79747663225446,55.264050825945205,1.213189427906869,86.52420043945312
2018-03-14,86.52420043945312,87.96243383068014,86.20152235079331,87.69506997611778,32132000,87.34472002301898,86.93708528791156,53.225775577453085,1.092631657089811,86.82843017578125
2018-03-15,86.82843017578125,87.19720809516372,85.58381085248749,86.22916693601647,27611000,87.4579849243164,86.94498879568917,54.295502028631844,1.0099949591243984,87.21565246582031
2018-03-16,87.21565246582031,87.93476561123468,86.58873205092108,87.28940946377422,49081300,87.55544716971261,86.89099066598075,55.68469709797126,0.9646307207885201,85.6391372680664
2018-03-19,85.6391372680664,86.5703000644279,84.92002409153459,86.42278606213686,33344100,87.35262407575335,86.80472346714565,49.136376774429294,0.7923340998123649,85.86040496826172
2018-03-20,85.86040496826172,86.45044693535345,85.74055511158389,85.78665499776656,23075200,86.90351104736328,86.76257923671177,50.024665816012885,0.6659654059028952,85.2611312866211
2018-03-21,85.2611312866211,86.70857879139378,85.01220320609984,85.67600204235166,24457100,86.33849225725446,86.73821422031948,47.6000321896145,0.5115639371432081,82.78109741210938
2018-03-22,82.78109741210938,84.58810123753553,82.66124759376909,84.14556638684718,38604700,85.73000771658761,86.52353286743164,39.144358751999995,0.18692687690442256,80.37482452392578
2018-03-23,80.37482452392578,83.39879017432537,80.28263182167747,82.51372757180737,44068900,84.85152544294085,86.09812273297992,33.01608118287932,-0.26150201182043986,86.45967102050781
2018-03-26,86.45967102050781,86.66249927188012,83.3435113448345,83.53711821191116,56396800,84.79884556361607,86.12841524396624,53.037985938512286,-0.12445424671432193,82.48607635498047
2018-03-27,82.48607635498047,87.713481021518,81.60101368925872,87.5290956038541,56569000,84.1231918334961,85.83931950160435,43.82543862514525,-0.3326442702007313,82.412353515625
2018-03-28,82.412353515625,84.10872960307822,81.9329470107818,82.80878865830246,52501100,83.66222272600446,85.5074234008789,43.673867132088304,-0.49784631829166415,84.14559173583984
2018-03-29,84.14559173583984,85.08597593915,81.4996243172242,83.14067894724414,45867500,83.41724940708706,85.16038022722516,48.20896568269977,-0.48334064246780883,81.6102294921875
2018-04-02,81.6102294921875,83.78601122192596,80.67907397236648,83.40801899881662,48515400,82.89569200788226,84.61709213256836,42.782584974969325,-0.6687187604188836,82.70735168457031
2018-04-03,82.70735168457031,83.02081537851065,81.02941883024158,82.58750184992319,37213800,82.8851569039481,84.30758231026786,45.63430606058689,-0.7188175809549335,85.12284851074219
2018-04-04,85.12284851074219,85.5192835818042,80.88191960901054,80.99254807191332,35560000,83.56344604492188,84.20748574393136,51.37985132704805,-0.5571879347748165,85.16893768310547
2018-04-05,85.16893768310547,85.80507945275836,84.26543911707367,85.22425894602364,29771900,83.37905556815011,84.0889505658831,51.485206925829814,-0.4205286719121375,83.186767578125
2018-04-06,83.186767578125,85.24269276249161,82.495311594944,84.34840856549421,38026000,83.47915431431362,83.80117307390485,46.7893481458405,-0.4667889310704396,83.6845932006836
2018-04-09,83.6845932006836,85.89725331748375,83.54630765838883,83.93352124451938,31533900,83.66090284075055,83.6615627833775,48.07040529749083,-0.4580006066049691,85.62991333007812
2018-04-10,85.62991333007812,85.9986912909501,84.48670798184412,85.17816402078361,26812000,83.8729487827846,83.64509909493583,52.84759306110043,-0.29071355453238823,84.68949890136719
2018-04-11,84.68949890136719,86.00787478281141,84.33916386150179,84.82779145500008,24872100,84.31284441266742,83.60426821027484,50.43225114151169,-0.2313540401899843,86.27525329589844
2018-04-12,86.27525329589844,86.80998084352841,85.21501958148802,85.21501958148802,26758900,84.82254464285714,83.85385077340263,54.23088346358688,-0.0557118588458394,85.81429290771484
2018-04-13,85.81429290771484,86.82842687203943,85.22425107269495,86.70857704218815,23346100,84.92132241385323,84.24238422938755,52.960335233609555,0.045762660914519415,86.81920623779297
2018-04-16,86.81920623779297,87.2709625168187,86.12775029700038,86.72701351912467,20288100,85.15707506452289,84.26806531633649,55.4128084750918,0.20490800431231548,88.57089233398438
2018-04-17,88.57089233398438,89.00420583089262,87.47378003618294,87.58441551428291,26771000,85.92623574393136,84.7026950291225,59.387572643679,0.4669950359661783,88.91203308105469
2018-04-18,88.91203308105469,89.17017555406659,88.0638416262022,88.70920484258681,21043300,86.67301286969867,85.16695785522461,60.1329519387127,0.694225504567072,88.60780334472656
2018-04-19,88.60780334472656,89.49286639277433,87.89790440897035,88.91204574576494,23552500,87.09842572893415,85.48568725585938,59.091365889751195,0.8400746334268803,87.58441162109375
2018-04-20,87.58441162109375,88.60776688800635,86.708570318424,88.42338146655575,31154400,87.51198468889508,85.91241455078125,55.60236698643836,0.8631323076178177,87.90708923339844
2018-04-23,87.90708923339844,88.77371618482664,87.24329046497283,88.26664572732015,22331800,87.74510410853794,86.28382437569755,56.47499125863814,0.8971018355852465,85.8511734008789
2018-04-24,85.8511734008789,88.93967524163949,85.19659594471828,88.72762565512232,34524800,87.75037275041852,86.33584758213588,49.763764980800566,0.749488073585681,85.10440063476562
2018-04-25,85.10440063476562,86.01712760204101,83.23286088857827,86.01712760204101,33729300,87.50540052141461,86.33123779296875,47.55324866427476,0.565723474453506,86.90219116210938
2018-04-26,86.90219116210938,87.7227183776892,85.83273585011307,86.24761366618918,42529000,87.2670146397182,86.59662519182477,52.96946176500697,0.558714859372202,88.34040832519531
2018-04-27,88.34040832519531,90.25804777059024,86.5795042345366,89.98146258821185,48272800,87.18535396030971,86.92918341500419,56.811935886226536,0.6615862325390225,86.21994018554688
2018-04-30,86.21994018554688,88.8751354127014,85.87882643428568,88.81059980836658,41523600,86.84423065185547,86.97132819039481,50.28829718927797,0.5654898643924895,87.58441162109375
2018-05-01,87.58441162109375,87.85177540589419,85.54692246849697,85.934136073855,31408900,86.84423065185547,87.17810767037528,53.952455025433764,0.5926030823339374,86.21073150634766
